name,album,popularity,artist,release_date,length,album_art,album_type,duration_ms,explicit,preview_url,track_no,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,Song URL,Own_Song?,Length_s,Right_Field_1,id,small_album_art,Right_ActualURL,Artist_Name,Collaborator
My Dream Geh,Bants: Season 1,0,Falz,2/6/2015,15099,https://i.scdn.co/image/a18b8595085a90ef7136fef2cf72c759d578bdc8,album,15099,FALSE,https://p.scdn.co/mp3-preview/9d5ce43121fdf43665990f80922f62067b8a08be?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.738,0.8,0.0862,0,0.115,-18.01,0.942,86.307,3,0.882,https://open.spotify.com/track/2qo2jvn2c0HEed0cBBqpyY,Yes,15.099,6,6N8BFInZXI3L1mGponBRKJ,https://i.scdn.co/image/9cfff4d8c2b86159dcb1dcf3c16e4732ea723a19,https://open.spotify.com/album/6N8BFInZXI3L1mGponBRKJ,Falz,None
Swagger On Fleek,Bants: Season 1,0,Falz,2/6/2015,15099,https://i.scdn.co/image/a18b8595085a90ef7136fef2cf72c759d578bdc8,album,15099,FALSE,https://p.scdn.co/mp3-preview/517e05ff31e673fd772a4126b8e8012f7a5d9ea7?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.708,0.645,0.163,0,0.585,-25.547,0.962,112.484,1,0.971,https://open.spotify.com/track/38ZaLxD4pIwRyvfXoY9ri2,Yes,15.099,6,6N8BFInZXI3L1mGponBRKJ,https://i.scdn.co/image/9cfff4d8c2b86159dcb1dcf3c16e4732ea723a19,https://open.spotify.com/album/6N8BFInZXI3L1mGponBRKJ,Falz,None
That Text Message,Bants: Season 1,0,Falz,2/6/2015,15099,https://i.scdn.co/image/a18b8595085a90ef7136fef2cf72c759d578bdc8,album,15099,FALSE,https://p.scdn.co/mp3-preview/74aa7889089eaef316afca0f84fc3209e79423fa?cid=b50ee957f7824fa5806358e8fe3a1598,7,0.612,0.469,0.0879,0,0.669,-22.512,0.862,64.311,5,0.793,https://open.spotify.com/track/2Y7nkkmDAK4VlL4G1z2WTP,Yes,15.099,6,6N8BFInZXI3L1mGponBRKJ,https://i.scdn.co/image/9cfff4d8c2b86159dcb1dcf3c16e4732ea723a19,https://open.spotify.com/album/6N8BFInZXI3L1mGponBRKJ,Falz,None
Believe (Extended Remix) [feat. Falz & Olamide],Believe (Extended Remix) [feat. Falz & Olamide],31,Ric Hassani,2/14/2018,273606,https://i.scdn.co/image/be6636006f098a06608299a0d3b2be3d7d520b31,single,273606,FALSE,https://p.scdn.co/mp3-preview/89f2b01610b65365d6b174deee06762dad922c07?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.864,0.419,0.726,4.73E-06,0.099,-3.573,0.0868,109.026,4,0.797,https://open.spotify.com/track/6pY3UdKvI9eSl0mSaTGjYI,No,273.606,41,1DpKRZYChhCJjjpkQVnOT8,https://i.scdn.co/image/fa092f1756846a7d76f06f2744f6a5f26c3d6537,https://open.spotify.com/album/1DpKRZYChhCJjjpkQVnOT8,Falz,Ric Hassani
Big,Big,3,Chyn,12/2/2015,189675,https://i.scdn.co/image/357fe8ddd8b90d356ab24891a496288d5498cf21,single,189675,FALSE,https://p.scdn.co/mp3-preview/15c094036b01490ae679b2fc7c540fde8ccf1d0e?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.841,0.586,0.776,0,0.0798,-4.539,0.128,95.992,4,0.82,https://open.spotify.com/track/3gLs4tAEjN3Cae8Uwli0q5,No,189.675,20,0q8dxx8NGah0jRoDXsWyFE,https://i.scdn.co/image/8b761196553b7b963c42752518b615e382734388,https://open.spotify.com/album/0q8dxx8NGah0jRoDXsWyFE,Falz,Chyn
Gbaun,Birth of the BoyChick,0,Saeon Moruda,9/2/2018,206453,https://i.scdn.co/image/4aee8f9f677eaada53c882707dc29baf215554ad,album,206453,TRUE,https://p.scdn.co/mp3-preview/8c57299b1eeee6ad01f3d584c8599df631ad7ba4?cid=b50ee957f7824fa5806358e8fe3a1598,10,0.944,0.132,0.567,0,0.144,-6.281,0.28,112.09,4,0.496,https://open.spotify.com/track/1vVZ0NthpZ8ntfsXcEOum3,No,206.453,34,69W4WNnsweJjzRQ2A8kKhn,https://i.scdn.co/image/f2a0ef7b7e1bf58f81af6eee282739b98e556fe1,https://open.spotify.com/album/69W4WNnsweJjzRQ2A8kKhn,Falz,Saeon Moruda
Single & Searching (feat. Falz),Black Magic (Deluxe Version),27,Yemi Alade,1/19/2018,219330,https://i.scdn.co/image/09d68d13cc0c8c08a2341306af7ab041ff8f250a,album,219330,FALSE,https://p.scdn.co/mp3-preview/79ab369d45279b329862bac1e07435bf71d0c4ac?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.807,0.059,0.834,0.00346,0.0532,-5.118,0.0578,125.014,4,0.729,https://open.spotify.com/track/3PNADrKtTCRWhcS4dpsb9q,No,219.33,42,4KQ6au6NqyDRyDlqENxiee,https://i.scdn.co/image/9693160634009d41a6fd180091e928f1b8d1b6ac,https://open.spotify.com/album/4KQ6au6NqyDRyDlqENxiee,Falz,Yemi Alade
Bon Soir,Bon Soir,32,Falz,12/3/2018,185627,https://i.scdn.co/image/1ef138197703a3ec71b5dfe6add2cf89ddacad71,single,185627,TRUE,https://p.scdn.co/mp3-preview/a7035efdc09e0f795a94695495bc92a6deb00f01?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.546,0.0892,0.79,2.37E-06,0.14,-4.972,0.302,90.004,3,0.822,https://open.spotify.com/track/3V8QxINEVjm0zjD2I1VQZI,Yes,185.627,15,0cc2X2cyroZtcrJ5JEc2tL,https://i.scdn.co/image/089d3b4f0f89e216e90decbb05bba5acc4aee632,https://open.spotify.com/album/0cc2X2cyroZtcrJ5JEc2tL,Falz,None
Boosit (feat. Falz),Boosit (feat. Falz),10,Cobhams Asuquo,4/12/2016,277159,https://i.scdn.co/image/0c20990bf72f770800f180bbce3d378a3c669ff9,single,277159,FALSE,https://p.scdn.co/mp3-preview/e6b3af2e9571447c1223bc4df6b9b25ec762ba5d?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.8,0.164,0.585,0,0.205,-6.117,0.342,92.999,4,0.667,https://open.spotify.com/track/1B1sVHT4IRLFFQHHb7VJeJ,No,277.159,18,0P2FmPeVKJLRIREWLIlniv,https://i.scdn.co/image/3a9f7399559ceabfaa3fb287a3cbac5aab20a917,https://open.spotify.com/album/0P2FmPeVKJLRIREWLIlniv,Falz,Cobhams Asuquo
Bumpa,Bumpa (feat. Falz & Ycee),30,DJ Neptune,1/13/2017,172293,https://i.scdn.co/image/43883140da0569f4affddc87a15052dc07698748,single,172293,FALSE,https://p.scdn.co/mp3-preview/20935c701368667660048c79e1e6f72cfe1f6b28?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.813,0.638,0.63,0,0.132,-7.461,0.214,102.03,4,0.513,https://open.spotify.com/track/4vYvYBIogDHk4gZVyzVEKs,No,172.293,9,2HaTJK0LN8gB63YNkf2m9C,https://i.scdn.co/image/fba00e629c8435e86c911de9d5b2caef5b21fe40,https://open.spotify.com/album/2HaTJK0LN8gB63YNkf2m9C,Falz,DJ Neptune
Buy The Bar,Buy The Bar,9,Zoro,4/6/2017,209136,https://i.scdn.co/image/69fe4b25f790d4ce074650e78235bf0d547692e7,single,209136,FALSE,https://p.scdn.co/mp3-preview/5a19c3a830f3297730296ae4415eb44394a204b0?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.592,0.357,0.669,0,0.318,-6.283,0.366,106.935,5,0.464,https://open.spotify.com/track/4bPz2GOMoRPuNh42zIty8g,No,209.136,27,1kkvXs6PPV7NL4iLVl0HDt,https://i.scdn.co/image/692b246f8338d275487a537e5bf29b025233904d,https://open.spotify.com/album/1kkvXs6PPV7NL4iLVl0HDt,Falz,Zoro
Caro,Caro,25,DJ Kaywise,8/8/2016,216000,https://i.scdn.co/image/fdaa46a6bccb49eaa6121ed71a37bfd86f6ce8a3,single,216000,FALSE,https://p.scdn.co/mp3-preview/87251fc12aa50618c6f36090099838b0cedc0b89?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.879,0.13,0.903,3.80E-05,0.0854,-2.065,0.162,119.921,4,0.757,https://open.spotify.com/track/3SUVEsVedhcrY3z35veON1,No,216,33,6Ah1yb3mmwSzLvO8a4fEnc,https://i.scdn.co/image/77a250b663e2e6b5aeba587d7f9dbe9fc620a28f,https://open.spotify.com/album/6Ah1yb3mmwSzLvO8a4fEnc,Falz,DJ Kaywise
Chemistry,Chemistry,44,Falz,10/27/2016,228414,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,228414,FALSE,https://p.scdn.co/mp3-preview/b16a1f05cf40e7b3721c2b54b83b974f671d917a?cid=b50ee957f7824fa5806358e8fe3a1598,5,0.825,0.789,0.608,2.57E-06,0.104,-5.758,0.251,117.743,4,0.768,https://open.spotify.com/track/2oMerdOdPAEpv67uVjtTUJ,Yes,228.414,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Cinderella,Chemistry,22,Falz,10/27/2016,175830,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,175830,FALSE,https://p.scdn.co/mp3-preview/04a2eb4f594e414b748dd8f9b86d5b577d853dd5?cid=b50ee957f7824fa5806358e8fe3a1598,4,0.717,0.238,0.77,0,0.0889,-3.98,0.276,114.826,4,0.939,https://open.spotify.com/track/6eS4bLMXFIHkmwa69niENw,Yes,175.83,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Enough,Chemistry,28,Falz,10/27/2016,189074,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,189074,FALSE,https://p.scdn.co/mp3-preview/eb4595e4d46b15606d7c9fdaa10a27d66c2cf27f?cid=b50ee957f7824fa5806358e8fe3a1598,7,0.803,0.717,0.712,0,0.126,-5.534,0.471,94.929,4,0.803,https://open.spotify.com/track/4bi1U8DmgM4XAs0FyuG96E,Yes,189.074,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Foreign,Chemistry,29,Falz,10/27/2016,182073,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,182073,FALSE,https://p.scdn.co/mp3-preview/04826e71665f8abdc4e85777df5321683bf2aa1f?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.886,0.305,0.887,0,0.0945,-4.237,0.298,110.819,4,0.951,https://open.spotify.com/track/30qefOIs5PRNwrtyuSwL04,Yes,182.073,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Shake Your Body,Chemistry,24,Falz,10/27/2016,226351,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,226351,FALSE,https://p.scdn.co/mp3-preview/611666e110a23d13c12d0c0cf3d571e4943ca2ba?cid=b50ee957f7824fa5806358e8fe3a1598,6,0.755,0.182,0.631,2.93E-06,0.0539,-6.42,0.343,104.626,4,0.961,https://open.spotify.com/track/5O09jgOUN6J4zlEqjwZ1Z8,Yes,226.351,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Show You Pepper,Chemistry,24,Falz,10/27/2016,183693,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,183693,FALSE,https://p.scdn.co/mp3-preview/5d4eeff7d8f64619cb4d611f8df5c5964fdd4d3a?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.812,0.771,0.54,0,0.0957,-6.3,0.352,110.234,4,0.696,https://open.spotify.com/track/02juSa7pn3voBYzSY7HOJq,Yes,183.693,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Want To,Chemistry,23,Falz,10/27/2016,226586,https://i.scdn.co/image/5231e3d2fd29e9ec39073a370d07c503110811d1,album,226586,FALSE,https://p.scdn.co/mp3-preview/530159516c3e349b069f5cf2891777325192f0a7?cid=b50ee957f7824fa5806358e8fe3a1598,2,0.514,0.614,0.518,0,0.113,-7.187,0.439,89.104,5,0.586,https://open.spotify.com/track/0JcbY5Vk01VOI8FTXGZzYm,Yes,226.586,4,7fIrtqz9L6ilRL6vXuKR0D,https://i.scdn.co/image/3041d45f9f78eab139fad6c337f936ef33abfb61,https://open.spotify.com/album/7fIrtqz9L6ilRL6vXuKR0D,Falz,None
Clap - PRBLM Remix,Clap (PRBLM Remix),1,SESS,9/29/2017,228101,https://i.scdn.co/image/2ce3fbbaca79fa7e7a437e5c30b08e5b0c369d43,single,228101,FALSE,https://p.scdn.co/mp3-preview/f61327d0d1f9f3840ad7c3573aac871510e09c77?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.784,0.0591,0.623,1.58E-05,0.387,-10.885,0.232,144.951,4,0.674,https://open.spotify.com/track/1uCSBmCOkF4tJp3FGTllaO,No,228.101,22,4ZYgZXeVEU6PVDytHHh3aa,https://i.scdn.co/image/f83414a0a8a8f8f756f7e8f689c38dc3afe0d502,https://open.spotify.com/album/4ZYgZXeVEU6PVDytHHh3aa,Falz,SESS
Come Again,Come Again,0,2Kings,11/29/2018,228728,https://i.scdn.co/image/77eb7c17cafe5503b3d632d1649e7ddd358e7f15,single,228728,FALSE,https://p.scdn.co/mp3-preview/ddef5cf3878c0237a033204b31c42dc1bbb40c30?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.763,0.641,0.777,4.98E-06,0.102,-6.056,0.0924,102.121,4,0.637,https://open.spotify.com/track/5ogOWwGjoK79rTj6YvebdT,No,228.728,26,6XgVEMk31hjhIBvsTacO80,https://i.scdn.co/image/77eb7c17cafe550200198079c0bea0b3409915b1,https://open.spotify.com/album/6XgVEMk31hjhIBvsTacO80,Falz,2Kings
Daddy,Daddy,18,Koker,8/4/2018,205113,https://i.scdn.co/image/047ea453983597bd1de06cba292fbba8b16baa1e,single,205113,FALSE,https://p.scdn.co/mp3-preview/007255088a933b2a00f6b19fdcace59a4c991450?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.91,0.0817,0.705,0.000108,0.319,-6.757,0.146,115.003,4,0.824,https://open.spotify.com/track/69bnpwqPUrvVNUNSqpb9uj,No,205.113,35,4uKIj3YICfpJ9hYn7sSmqG,https://i.scdn.co/image/179a9843fd85e84d0f7d9c62ca69910bb0855cd9,https://open.spotify.com/album/4uKIj3YICfpJ9hYn7sSmqG,Falz,Koker
Eko - Remix,Eko (Remix) (feat. Falz),3,Soti,9/7/2018,209454,https://i.scdn.co/image/9f04875e06866dce79d53a4bb41b564b45d8f270,single,209454,FALSE,https://p.scdn.co/mp3-preview/7956ff787a540bfe9268da90223512023deed448?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.812,0.12,0.778,0.000478,0.106,-4.995,0.207,109.935,4,0.569,https://open.spotify.com/track/3e5pdzfVQlkT4BqAu22d7u,No,209.454,33,3tRLOM6iy7Ybwar0isgnhH,https://i.scdn.co/image/f1aec318f69efc74f96ff6a75fff8d7b5e43ee28,https://open.spotify.com/album/3tRLOM6iy7Ybwar0isgnhH,Falz,Soti
Chop Elbow,Everything Pretty,14,prettyboydo,11/1/2018,233059,https://i.scdn.co/image/cca3e2e2c9aad3aa093f1285f028943e591229ed,album,233059,FALSE,https://p.scdn.co/mp3-preview/8ff05259c2cd9ae4ee037527eb677a6e0f612855?cid=b50ee957f7824fa5806358e8fe3a1598,10,0.897,0.0575,0.496,0.0626,0.0559,-12.154,0.113,128.005,4,0.855,https://open.spotify.com/track/4iyL4yaUeWpRvfFowelY4l,No,233.059,28,5C0aXCJzr9tBP7iWvuWBGs,https://i.scdn.co/image/a72389fddcfd7350151eda183473fc07f32f0d10,https://open.spotify.com/album/5C0aXCJzr9tBP7iWvuWBGs,Falz,prettyboydo
Faize Yi,Faize Yi,18,Reminisce,7/20/2018,189519,https://i.scdn.co/image/cb6e754dc192e4c3b0cea8d7aee666e437cb3900,single,189519,FALSE,https://p.scdn.co/mp3-preview/f8d25871ade68116c5fdd8d085ab7994292ae9de?cid=b50ee957f7824fa5806358e8fe3a1598,1,0.566,0.0165,0.559,3.34E-06,0.726,-10.933,0.317,101.473,4,0.643,https://open.spotify.com/track/36ENGei8WTBCh9YLHIj7mv,No,189.519,18,5RbghlaMl6119k4pKcZEeW,https://i.scdn.co/image/c20ac1dc9b2940b8d9ff80b52574b08dceb68423,https://open.spotify.com/album/5RbghlaMl6119k4pKcZEeW,Falz,Reminisce
1 million naira ham not using eez up for grapsing,Falz Comedy Collection 2017,2,Falz,9/13/2017,47046,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,47046,FALSE,https://p.scdn.co/mp3-preview/e8638e278c00331af20866f9a924ed111d79109b?cid=b50ee957f7824fa5806358e8fe3a1598,15,0.708,0.648,0.0344,0,0.585,-28.44,0.921,85.206,4,0.812,https://open.spotify.com/track/69HcHrajVmRKqGXzxSJsaZ,Yes,47.046,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
A Something Light predigament Coo deez be you,Falz Comedy Collection 2017,1,Falz,9/13/2017,42475,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,42475,FALSE,https://p.scdn.co/mp3-preview/65e49abf78bf0295e82470fbe9b1d3c1c69212b0?cid=b50ee957f7824fa5806358e8fe3a1598,16,0.809,0.838,0.17,0,0.281,-20.296,0.958,56.835,4,0.887,https://open.spotify.com/track/2byBy8vfoatDSg45qLf4vs,Yes,42.475,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
ALLA LU YAH SOMBOTHY,Falz Comedy Collection 2017,0,Falz,9/13/2017,15020,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,15020,FALSE,https://p.scdn.co/mp3-preview/695b38d28f0a6a9767a4977cddffd4e49e57ac52?cid=b50ee957f7824fa5806358e8fe3a1598,17,0.861,0.836,0.196,0,0.21,-15.647,0.944,35.092,4,0.813,https://open.spotify.com/track/7LDDr3rcQ5sPLKIFLpm1Oq,Yes,15.02,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Acapella Marry Me,Falz Comedy Collection 2017,0,Falz,9/13/2017,14863,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,14863,FALSE,https://p.scdn.co/mp3-preview/a5c2274f1b5922f44c0c71443f105c9456eaa1ac?cid=b50ee957f7824fa5806358e8fe3a1598,1,0,0.118,0.382,0,0.149,-6.841,0,0,0,0,https://open.spotify.com/track/4CESJAV7FHKbSN4zncv7zp,Yes,14.863,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Am in Ikeja Mall right now am waiting your present,Falz Comedy Collection 2017,0,Falz,9/13/2017,15020,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,15020,FALSE,https://p.scdn.co/mp3-preview/a9a878bd604f008cbd742423b98ebb1889d7b525?cid=b50ee957f7824fa5806358e8fe3a1598,18,0.768,0.523,0.23,2.21E-06,0.148,-10.724,0.906,85.857,5,0.964,https://open.spotify.com/track/5kUPyxubEvzF22j0kprHFQ,Yes,15.02,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Appy falantime day ElloBae plix shange it arand deez year not efrytime undies,Falz Comedy Collection 2017,0,Falz,9/13/2017,15020,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,15020,FALSE,https://p.scdn.co/mp3-preview/cf8a959daea7883969f071f8b6c08fc9f4bb936e?cid=b50ee957f7824fa5806358e8fe3a1598,19,0.748,0.354,0.271,0,0.216,-15.941,0.962,131.578,3,0.902,https://open.spotify.com/track/7FvAy0k5argnWwE7IyoALc,Yes,15.02,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Arsenal you cannot purshaize player bet you are launshing new kit,Falz Comedy Collection 2017,2,Falz,9/13/2017,48770,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,48770,FALSE,https://p.scdn.co/mp3-preview/5bb3a07978c3c808f1e7564a8b949b95141547e3?cid=b50ee957f7824fa5806358e8fe3a1598,2,0.737,0.647,0.147,0,0.392,-21.152,0.939,68.395,4,0.8,https://open.spotify.com/track/6lTHWsEnSWY3zOgpeLrWFv,Yes,48.77,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
BBM 7Days Of Love,Falz Comedy Collection 2017,2,Falz,9/13/2017,58749,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,58749,FALSE,https://p.scdn.co/mp3-preview/002fab8697f8b33c4c1a8c06be6ac45488fe152e?cid=b50ee957f7824fa5806358e8fe3a1598,3,0.719,0.499,0.146,0,0.28,-21.437,0.864,114.115,3,0.763,https://open.spotify.com/track/43tgSnKKl3K6ASV1Yj5jBD,Yes,58.749,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Bae less in Zanzibar,Falz Comedy Collection 2017,0,Falz,9/13/2017,9508,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,9508,FALSE,https://p.scdn.co/mp3-preview/30721ee18053b69ff03c657a5a4c963a48a06c61?cid=b50ee957f7824fa5806358e8fe3a1598,20,0,0.829,0.401,0,0.91,-24.706,0,0,0,0,https://open.spotify.com/track/1KseEBUtu81z5dnShvcaws,Yes,9.508,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Bear bear appreciation day take h'adfize and epp your laive,Falz Comedy Collection 2017,1,Falz,9/13/2017,41456,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,41456,FALSE,https://p.scdn.co/mp3-preview/df519509a439a80c68ed9f84fba3a05129371108?cid=b50ee957f7824fa5806358e8fe3a1598,21,0.679,0.794,0.0535,0,0.304,-33.686,0.952,81.935,5,0.535,https://open.spotify.com/track/6ToEgvnnKunRjIKkZ8GGR2,Yes,41.456,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Broda Taju Goes To Psychiatris,Falz Comedy Collection 2017,1,Falz,9/13/2017,37982,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,37982,FALSE,https://p.scdn.co/mp3-preview/d32f18677293593d315ebbfec4179af6e4052f57?cid=b50ee957f7824fa5806358e8fe3a1598,29,0.643,0.944,0.28,0.0152,0.0989,-13.836,0.525,144.776,4,0.765,https://open.spotify.com/track/6CPpBIWCWhkeuA85Jy6xKo,Yes,37.982,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Broda Taju Rants,Falz Comedy Collection 2017,2,Falz,9/13/2017,44382,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,44382,FALSE,https://p.scdn.co/mp3-preview/762de7f63932e41e5f738315ed525ab4052c659e?cid=b50ee957f7824fa5806358e8fe3a1598,4,0.771,0.797,0.235,0,0.345,-17.316,0.945,57.595,3,0.915,https://open.spotify.com/track/2Xcie92sOwObpzehnnSPLd,Yes,44.382,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
But When You Blow They Be Like,Falz Comedy Collection 2017,0,Falz,9/13/2017,15020,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,15020,FALSE,https://p.scdn.co/mp3-preview/f5a7e9d304e40f63c2d4d313e07e8c83fec09631?cid=b50ee957f7824fa5806358e8fe3a1598,22,0.824,0.98,0.196,0,0.191,-17.188,0.909,49.996,4,0.949,https://open.spotify.com/track/5XgxyXOVIyRYeBQqF4BmPV,Yes,15.02,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
"Cancun, MX",Falz Comedy Collection 2017,0,Falz,9/13/2017,13479,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,13479,FALSE,https://p.scdn.co/mp3-preview/f1ba7301f26d109e45c392883da4ff26690cb893?cid=b50ee957f7824fa5806358e8fe3a1598,23,0,0.956,0.169,0,0.217,-13.071,0,0,0,0,https://open.spotify.com/track/6nFF24qB037YeBzYLNpcSV,Yes,13.479,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
Chicago We at Harold Washington Cultural Centre toenight 7pm Lezz kill it,Falz Comedy Collection 2017,0,Falz,9/13/2017,22439,https://i.scdn.co/image/bb0da5bb0da2192cde25ab2d0e8a85039053e33f,album,22439,FALSE,https://p.scdn.co/mp3-preview/4be6a0f469967ed474e85c22eb388ce7b2926608?cid=b50ee957f7824fa5806358e8fe3a1598,24,0.782,0.438,0.0377,0,0.265,-32.843,0.941,121.527,4,0.515,https://open.spotify.com/track/5ygXhEou7eiYOASZHKeZAH,Yes,22.439,3,0z4MtGhGH5fGwOCGSyraXT,https://i.scdn.co/image/923dbc56b093e4a44b9b8bf78472735d90049f2b,https://open.spotify.com/album/0z4MtGhGH5fGwOCGSyraXT,Falz,None
